region,date,day of the week,region_POLSKA,region_ŚŚ_Gaus_Noise_seed_0,region_ŚŚ_Gaus_Noise_seed_1,region_ŚŚ_Gaus_Noise_seed_2,region_ŚŚ_Gaus_Noise_seed_3,region_ŚŚ_Gaus_Noise_seed_4,region_ŚŚ_Gaus_Noise_seed_5,region_ŚŚ_Gaus_Noise_seed_6,region_ŚŚ_Gaus_Noise_seed_7,region_ŚŚ_Gaus_Noise_seed_8,region_ŚŚ_Gaus_Noise_seed_9,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Number_of_people_hospitalized,Engaged_respirator
ŚŚ_Gaus_Noise_seed_1,2020-06-23,5,0,0,1,0,0,0,0,0,0,0,0,0.009940510083961969,0.05978578443754658,-0.23462756977539434,-0.2076213481461782,0.039853814474810276,1872.3318055940008,65.55420752500093
ŚŚ_Gaus_Noise_seed_1,2020-06-24,6,0,0,1,0,0,0,0,0,0,0,0,-0.04972226537377408,-0.02022517097005407,-0.2751737163003792,-0.20733198556939608,0.049883989897477166,1985.270174174915,64.91498612917322
ŚŚ_Gaus_Noise_seed_1,2020-06-25,7,0,0,1,0,0,0,0,0,0,0,0,-0.01018600025318444,0.029371771169335002,-0.2229510485275876,-0.192652953771167,0.02963685752238828,1938.848279853901,76.43070429754512
ŚŚ_Gaus_Noise_seed_1,2020-06-26,1,0,0,1,0,0,0,0,0,0,0,0,-0.029847555810247197,0.029333499194013353,-0.21600831379139,-0.21167717658782279,0.029970646907975976,2012.6270734011093,76.2719818043823
ŚŚ_Gaus_Noise_seed_1,2020-06-27,2,0,0,1,0,0,0,0,0,0,0,0,-0.1266999734744184,-0.06154712869349757,-0.12863287068321,0.06236211014022737,-0.030034825958339444,1959.5963559282136,77.3085975002344
ŚŚ_Gaus_Noise_seed_1,2020-06-28,3,0,0,1,0,0,0,0,0,0,0,0,0.4148478532219959,-0.0750553881507205,0.030697645457252242,0.32700768951238046,-0.06586908632656506,1947.8392961971279,79.92195156417247
ŚŚ_Gaus_Noise_seed_1,2020-06-29,4,0,0,1,0,0,0,0,0,0,0,0,-0.07609363819244262,-0.08908736841924891,-0.29007385147161563,-0.22404291730894627,0.05027138045311722,1829.5573610443344,89.17354999002076
ŚŚ_Gaus_Noise_seed_1,2020-06-30,5,0,0,1,0,0,0,0,0,0,0,0,0.029504516253621407,0.029286473820672586,-0.20374118437807875,-0.19687654197755977,0.03102990725066083,1767.4348901384299,84.88125338901843
ŚŚ_Gaus_Noise_seed_1,2020-07-01,6,0,0,1,0,0,0,0,0,0,0,0,0.030167912794716614,0.020061047523517485,-0.18504734890506655,-0.20527240666885044,0.019682320805388374,1915.0560171952507,77.81789856068427
ŚŚ_Gaus_Noise_seed_1,2020-07-02,7,0,0,1,0,0,0,0,0,0,0,0,0.009814485921400443,0.03972100652898552,-0.20569992613675375,-0.2220467707052192,0.032191353987696424,1731.3086130943168,68.21051457312637
ŚŚ_Gaus_Noise_seed_1,2020-07-03,1,0,0,1,0,0,0,0,0,0,0,0,-0.029602772000788275,0.03009013970995515,-0.22090053530971382,-0.22078575763931374,0.01998955435502,1801.6703593261748,73.1169240291077
ŚŚ_Gaus_Noise_seed_1,2020-07-04,2,0,0,1,0,0,0,0,0,0,0,0,-0.08239286438636062,-0.01985072050316734,-0.09080093111140132,0.059108619616839664,-0.05026205473961375,1679.779613696443,72.53236075607538
ŚŚ_Gaus_Noise_seed_1,2020-07-05,3,0,0,1,0,0,0,0,0,0,0,0,0.10277069089439989,0.21137816553734656,-0.020388150012952945,0.13621375505507544,-0.055449013727748485,1778.1652114800338,76.89912462575792
ŚŚ_Gaus_Noise_seed_1,2020-07-06,4,0,0,1,0,0,0,0,0,0,0,0,0.02013578854550816,0.009600562866223723,-0.23198242425798452,-0.2448994762009142,0.0302878214390088,1858.33640515671,75.28511119734337
ŚŚ_Gaus_Noise_seed_1,2020-07-07,5,0,0,1,0,0,0,0,0,0,0,0,0.029547133667908204,0.028836096705720966,-0.21069581626642908,-0.244445006858729,0.029493515013042874,1646.0257370320953,72.38534348110142
ŚŚ_Gaus_Noise_seed_1,2020-07-08,6,0,0,1,0,0,0,0,0,0,0,0,0.020043867622248367,0.0,-0.22745050025700753,-0.22628645729994493,0.029000048971295544,1649.7245757949004,69.22232791442019
ŚŚ_Gaus_Noise_seed_1,2020-07-09,7,0,0,1,0,0,0,0,0,0,0,0,0.029457912647733932,0.03949566135562353,-0.2048910044613376,-0.23248001691810774,0.03036079037261003,1645.2970756502248,66.09649559048722
ŚŚ_Gaus_Noise_seed_1,2020-07-10,1,0,0,1,0,0,0,0,0,0,0,0,-0.00941353657749729,0.0415983419998207,-0.21056413136239271,-0.2413899767341863,0.010267166675248915,1650.6168187449964,62.126963770666784
ŚŚ_Gaus_Noise_seed_1,2020-07-11,2,0,0,1,0,0,0,0,0,0,0,0,-0.0706856489459642,-0.010402802736813231,-0.14498527660449093,0.010175957181646478,-0.02074211202592484,1574.5130536197323,65.74704202507816
ŚŚ_Gaus_Noise_seed_1,2020-07-12,3,0,0,1,0,0,0,0,0,0,0,0,0.21274022710261792,0.33522082999746705,0.08965142573478103,0.1807833872865134,-0.05909506641240017,1534.7096923880608,64.78666474197041
ŚŚ_Gaus_Noise_seed_1,2020-07-13,4,0,0,1,0,0,0,0,0,0,0,0,0.06219553991456226,0.02779556821584474,-0.21343837725829018,-0.26155093533053336,0.030630358654429125,1650.0070068890561,68.49767425696068
ŚŚ_Gaus_Noise_seed_1,2020-07-14,5,0,0,1,0,0,0,0,0,0,0,0,0.05963670567802679,0.039206775654881565,-0.17978469820883927,-0.2609396236599504,0.02073987244126786,1637.077348740352,75.47797503040205
ŚŚ_Gaus_Noise_seed_1,2020-07-15,6,0,0,1,0,0,0,0,0,0,0,0,0.07351581119599976,0.039009964210673216,-0.18269035324360783,-0.25233238733727137,0.0200011348897028,1640.990315062134,74.88628283009953
ŚŚ_Gaus_Noise_seed_1,2020-07-16,7,0,0,1,0,0,0,0,0,0,0,0,0.03919034616917443,0.04907219130382057,-0.22292493474262423,-0.24587782766982144,0.04156687230706929,1566.0419052722068,68.47091307599635
ŚŚ_Gaus_Noise_seed_1,2020-07-17,1,0,0,1,0,0,0,0,0,0,0,0,0.010837925500043961,0.0376749654236607,-0.19780200791275968,-0.2578344203643084,0.018769295934285533,1575.817944551705,70.08510932175322
ŚŚ_Gaus_Noise_seed_1,2020-07-18,2,0,0,1,0,0,0,0,0,0,0,0,-0.06109259711676007,-0.009968133182789435,-0.04183081637947523,0.02928447651501764,-0.05056165747826483,1544.7627374143135,63.61993137284458
ŚŚ_Gaus_Noise_seed_1,2020-07-19,3,0,0,1,0,0,0,0,0,0,0,0,0.1784623602014151,0.1984251953272204,0.04958525104276673,0.11241979629285453,-0.058495191505018314,1487.7707936143502,65.47480062320315
ŚŚ_Gaus_Noise_seed_1,2020-07-20,4,0,0,1,0,0,0,0,0,0,0,0,0.04867263677830268,0.04105273782270182,-0.21546705950409945,-0.29210335860405146,0.01926064815750294,1587.0099987444482,68.97633708424107
ŚŚ_Gaus_Noise_seed_1,2020-07-21,5,0,0,1,0,0,0,0,0,0,0,0,0.07164201453364229,0.06078751616909144,-0.18945607700300982,-0.2722598194232601,0.019963549882520297,1596.821675561078,72.9638046276007
ŚŚ_Gaus_Noise_seed_1,2020-07-22,6,0,0,1,0,0,0,0,0,0,0,0,0.0895215931552549,0.05167470502682712,-0.1795629936547443,-0.26145531614938944,0.02003409468853151,1619.7179610612045,74.49068512880946
ŚŚ_Gaus_Noise_seed_1,2020-07-23,7,0,0,1,0,0,0,0,0,0,0,0,0.06015211444932833,0.0605352513889923,-0.1876213785716433,-0.2636433577267737,0.020573255157424215,1597.4192891708144,66.59988152793387
ŚŚ_Gaus_Noise_seed_1,2020-07-24,1,0,0,1,0,0,0,0,0,0,0,0,0.010441347077749788,0.0614943094115672,-0.1847551190391585,-0.26217696222803766,0.0095131452742138,1616.3522616703983,62.27128927937563
ŚŚ_Gaus_Noise_seed_1,2020-07-25,2,0,0,1,0,0,0,0,0,0,0,0,-0.04906729474354164,0.010179941359321255,-0.01932595270278684,0.009908419887926798,-0.05750019708653351,1625.6254817075774,59.089828630874536
ŚŚ_Gaus_Noise_seed_1,2020-07-26,3,0,0,1,0,0,0,0,0,0,0,0,0.14628936918734944,0.1960725190844798,0.0400614261371292,0.10217679135740328,-0.07182231422300955,1607.5309909726116,69.62643036240598
ŚŚ_Gaus_Noise_seed_1,2020-07-27,4,0,0,1,0,0,0,0,0,0,0,0,0.06940638100427833,0.06148697537732517,-0.18645982860521765,-0.2913949046628777,0.02042350430444137,1566.8565541969588,69.492539807007
ŚŚ_Gaus_Noise_seed_1,2020-07-28,5,0,0,1,0,0,0,0,0,0,0,0,0.019306827268347065,0.039474200383250516,-0.19326603007005747,-0.29867407222110826,0.030096114588101304,1582.9365372116602,62.13100743125729
ŚŚ_Gaus_Noise_seed_1,2020-07-29,6,0,0,1,0,0,0,0,0,0,0,0,0.09550044330933813,0.07407943728110057,-0.1827828473286479,-0.3083932261206764,0.020246983497913092,1622.2936937273803,66.87561397343607
ŚŚ_Gaus_Noise_seed_1,2020-07-30,7,0,0,1,0,0,0,0,0,0,0,0,0.08912647614527613,0.08026397957639266,-0.1599589650619071,-0.29146332990577906,0.020104508206584795,1670.563640439168,65.22260724902408
ŚŚ_Gaus_Noise_seed_1,2020-07-31,1,0,0,1,0,0,0,0,0,0,0,0,0.029090885540398747,0.05834396772015402,-0.17099479243846713,-0.28299307720918,0.010210403327877154,1806.6554760935107,71.66247008341662
ŚŚ_Gaus_Noise_seed_1,2020-08-01,2,0,0,1,0,0,0,0,0,0,0,0,-0.060342397845152745,0.0,0.01020173441163598,-0.020334496833071626,-0.05830949626044632,1948.3297516950634,73.21746251110008
ŚŚ_Gaus_Noise_seed_1,2020-08-02,3,0,0,1,0,0,0,0,0,0,0,0,0.2014186217108779,0.24454139875000264,0.07876382332726553,0.08667808272236702,-0.06877224211799741,1817.1487028981644,75.95015273249146
ŚŚ_Gaus_Noise_seed_1,2020-08-03,4,0,0,1,0,0,0,0,0,0,0,0,0.050703010724416846,0.03897606253365325,-0.2126020846511795,-0.3118362954961681,0.039322740573406824,1722.9277558353174,75.74388547316292
ŚŚ_Gaus_Noise_seed_1,2020-08-04,5,0,0,1,0,0,0,0,0,0,0,0,0.02105355538413971,0.029356689362262763,-0.22411634197409555,-0.3296499350391579,0.06276982784234035,1883.9791144516182,63.794928208855346
ŚŚ_Gaus_Noise_seed_1,2020-08-05,6,0,0,1,0,0,0,0,0,0,0,0,0.10055252897696124,0.0602087733338503,-0.17089484074017494,-0.3186854062973265,0.03047971829347524,1979.228065644439,68.18120651164818
ŚŚ_Gaus_Noise_seed_1,2020-08-06,7,0,0,1,0,0,0,0,0,0,0,0,0.07099828303778977,0.06899701861818314,-0.16490505253427828,-0.30261088737170994,0.021123896586581183,1860.165898374826,72.07639471773801
ŚŚ_Gaus_Noise_seed_1,2020-08-07,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.05195980110926603,-0.18956463126309034,-0.30658474413088005,0.0,1952.4580466468421,72.8106429497118
ŚŚ_Gaus_Noise_seed_1,2020-08-08,2,0,0,1,0,0,0,0,0,0,0,0,-0.0851419201497857,0.010249050659206813,-0.029593545644500282,-0.029006243106327108,-0.06050712528431809,1809.0603965382106,68.19786167086997
ŚŚ_Gaus_Noise_seed_1,2020-08-09,3,0,0,1,0,0,0,0,0,0,0,0,0.13023654471792176,0.20375696710669058,0.03159980973822539,0.06140014588792934,-0.06765673367335925,1912.0352345373199,77.58640271752796
ŚŚ_Gaus_Noise_seed_1,2020-08-10,4,0,0,1,0,0,0,0,0,0,0,0,0.1006862974866105,0.08564392428867959,-0.18202394531143432,-0.32719970832584644,0.009383612769244565,1925.9091901054796,72.02060462041436
ŚŚ_Gaus_Noise_seed_1,2020-08-11,5,0,0,1,0,0,0,0,0,0,0,0,0.08905454867116365,0.07995880465670219,-0.1823173683024695,-0.29876135614446675,0.01933057891832931,1934.9266942126972,74.22840962301325
ŚŚ_Gaus_Noise_seed_1,2020-08-12,6,0,0,1,0,0,0,0,0,0,0,0,0.11587115864496185,0.08011928618998082,-0.15776011231730158,-0.30038671212816265,0.009757346691920295,1912.4871735572037,74.97107244342841
ŚŚ_Gaus_Noise_seed_1,2020-08-13,7,0,0,1,0,0,0,0,0,0,0,0,0.11555739795336518,0.14487271444092556,-0.14392451931593223,-0.3130809334803734,0.009884038256460073,2111.594415903909,79.53783169774647
ŚŚ_Gaus_Noise_seed_1,2020-08-14,1,0,0,1,0,0,0,0,0,0,0,0,0.10115449674649837,0.3060021609093486,-0.17271439350658072,-0.3865823992393877,0.00979768116855374,2084.210384611346,76.39537869138918
ŚŚ_Gaus_Noise_seed_1,2020-08-15,2,0,0,1,0,0,0,0,0,0,0,0,-0.42109010423285476,-0.7582587715936743,-0.15653578579785907,-0.3565660910153928,-0.020356305840352706,2048.92291914836,86.52042635847873
ŚŚ_Gaus_Noise_seed_1,2020-08-16,3,0,0,1,0,0,0,0,0,0,0,0,0.22278953857325012,0.2847059221231818,0.0901871874810643,0.06019510572091237,-0.08878458011552862,1927.2262921133106,78.88354337984664
ŚŚ_Gaus_Noise_seed_1,2020-08-17,4,0,0,1,0,0,0,0,0,0,0,0,0.12183044568339144,0.12696806509952943,-0.16057010162609484,-0.3319700820196569,0.009440058587454362,2065.638999337901,84.19317043866724
ŚŚ_Gaus_Noise_seed_1,2020-08-18,5,0,0,1,0,0,0,0,0,0,0,0,0.05292815793086785,0.06252419246181565,-0.19729326236759243,-0.29604581184031153,0.02953612757839508,2125.798692641502,83.88758217277608
ŚŚ_Gaus_Noise_seed_1,2020-08-19,6,0,0,1,0,0,0,0,0,0,0,0,0.0783810303033056,0.05737039371516646,-0.18662290503188309,-0.2795788716770251,0.028465865245764835,2031.5679913750757,85.28691569536706
ŚŚ_Gaus_Noise_seed_1,2020-08-20,7,0,0,1,0,0,0,0,0,0,0,0,0.07022122389626585,0.05886564779276716,-0.17211571919657,-0.28606806947530533,0.01047374688561834,2162.4521510616105,83.6513566487578
ŚŚ_Gaus_Noise_seed_1,2020-08-21,1,0,0,1,0,0,0,0,0,0,0,0,-0.010671125953333742,0.04132925500274146,-0.1901009944120878,-0.3049587319291898,0.009982863701175373,2202.5947995743395,84.73481838066209
ŚŚ_Gaus_Noise_seed_1,2020-08-22,2,0,0,1,0,0,0,0,0,0,0,0,-0.12093233827224192,-0.04971606020366202,-0.10169136620374691,-0.02991928223340967,-0.04072138816077926,2152.482652593218,74.98567240150724
ŚŚ_Gaus_Noise_seed_1,2020-08-23,3,0,0,1,0,0,0,0,0,0,0,0,0.1391731469271488,0.109439431457353,0.02069840478269672,0.0685439309261132,-0.051137100992834354,2248.2625878876893,79.64542212955499
ŚŚ_Gaus_Noise_seed_1,2020-08-24,4,0,0,1,0,0,0,0,0,0,0,0,0.06961981863684848,0.03867138945886112,-0.1722084645861199,-0.2743714206538402,0.019922973805906435,2090.442910695478,80.59331726692965
ŚŚ_Gaus_Noise_seed_1,2020-08-25,5,0,0,1,0,0,0,0,0,0,0,0,0.05871651170945411,0.04804069090229683,-0.1730834751427383,-0.2550346494065659,0.019154447966381598,2061.62449231173,77.83810138363147
ŚŚ_Gaus_Noise_seed_1,2020-08-26,6,0,0,1,0,0,0,0,0,0,0,0,0.05037751131144713,0.01977037089576538,-0.19164728485515595,-0.2630561666705028,0.029384398804636242,2193.0069898846427,83.23735355214332
ŚŚ_Gaus_Noise_seed_1,2020-08-27,7,0,0,1,0,0,0,0,0,0,0,0,0.039565783220992516,0.0506367391858564,-0.1941697265958629,-0.27221275757511604,0.029087559779725464,2330.9872330177686,86.18036066761685
ŚŚ_Gaus_Noise_seed_1,2020-08-28,1,0,0,1,0,0,0,0,0,0,0,0,0.03024826145630503,0.048156566621523955,-0.1633204998810185,-0.2586623697619702,0.010053289658795065,2321.6417082720845,86.300077139721
ŚŚ_Gaus_Noise_seed_1,2020-08-29,2,0,0,1,0,0,0,0,0,0,0,0,-0.06265781278893633,-0.06025775234101302,-0.0775208389305206,-0.010066724208558973,-0.02867685569055683,2295.3862518583383,86.03641287448266
ŚŚ_Gaus_Noise_seed_1,2020-08-30,3,0,0,1,0,0,0,0,0,0,0,0,0.5261768285896555,1.6267899900994363,0.01916821144145221,0.16720453911809025,-0.052456174389512514,1975.7443821264067,83.3459587075688
ŚŚ_Gaus_Noise_seed_1,2020-08-31,4,0,0,1,0,0,0,0,0,0,0,0,0.06977457908297047,-0.010419643845599942,-0.17955845377844967,-0.26358755408055734,0.02942008170057271,2223.9234054519357,78.38600638217724
ŚŚ_Gaus_Noise_seed_1,2020-09-01,5,0,0,1,0,0,0,0,0,0,0,0,0.06970127211769474,0.06892163849202405,-0.12854741827910537,-0.2611582204638633,0.04022008023678403,2067.3818470008437,83.98752999082633
ŚŚ_Gaus_Noise_seed_1,2020-09-02,6,0,0,1,0,0,0,0,0,0,0,0,0.0,0.031002092492675687,-0.12024267608980868,-0.21233449612094898,0.010008258815880394,2054.411861796613,84.92992501481285
ŚŚ_Gaus_Noise_seed_1,2020-09-03,7,0,0,1,0,0,0,0,0,0,0,0,0.009957507838700258,0.043019564633158903,-0.10178700364273088,-0.2119474643074437,0.0,2058.6359143025093,80.91508707784611
ŚŚ_Gaus_Noise_seed_1,2020-09-04,1,0,0,1,0,0,0,0,0,0,0,0,-0.01912764945103471,0.029404487031180617,-0.10674503780530019,-0.2027969291409556,-0.009584502596905409,2249.1396748993798,73.8858931247993
ŚŚ_Gaus_Noise_seed_1,2020-09-05,2,0,0,1,0,0,0,0,0,0,0,0,-0.07199933041148314,-0.030466330997158876,-0.11482263189558295,-0.010154904372593808,-0.019789329862093422,2094.3119080350307,80.11333701429596
ŚŚ_Gaus_Noise_seed_1,2020-09-06,3,0,0,1,0,0,0,0,0,0,0,0,0.038235112171970356,0.009898833718507463,-0.05818548222046362,0.029293295772328778,-0.020398920660180328,2213.0127957137333,81.16955575270916
ŚŚ_Gaus_Noise_seed_1,2020-09-07,4,0,0,1,0,0,0,0,0,0,0,0,0.0,0.02063212764422019,-0.11706224273643338,-0.22404188602265024,0.0,2228.618279457911,78.16400734662008
ŚŚ_Gaus_Noise_seed_1,2020-09-08,5,0,0,1,0,0,0,0,0,0,0,0,-0.010011900610027144,0.02920275678093068,-0.10937345655703579,-0.214732778951027,0.0,1996.4619781443407,84.66826162266442
ŚŚ_Gaus_Noise_seed_1,2020-09-09,6,0,0,1,0,0,0,0,0,0,0,0,0.010324213207733652,0.029347073395966615,-0.11012928824549133,-0.19130389877595522,-0.010053883688395406,2038.8428707096652,82.44182532280908
ŚŚ_Gaus_Noise_seed_1,2020-09-10,7,0,0,1,0,0,0,0,0,0,0,0,0.02954072316292927,0.07192316288304423,-0.09109958051615391,-0.19409028996968475,-0.019357248543292464,1987.3277496739395,81.8866404369845
ŚŚ_Gaus_Noise_seed_1,2020-09-11,1,0,0,1,0,0,0,0,0,0,0,0,0.030935264089831414,0.06846065121338994,-0.07398750532457052,-0.19636753094690296,-0.0507634584167343,1966.7743904113547,78.49790850380148
ŚŚ_Gaus_Noise_seed_1,2020-09-12,2,0,0,1,0,0,0,0,0,0,0,0,-0.009728800247798942,-0.01905471925485657,-0.00963801763058933,-0.020169718130980906,-0.07055928645706933,1882.6255058445565,84.89705285089177
ŚŚ_Gaus_Noise_seed_1,2020-09-13,3,0,0,1,0,0,0,0,0,0,0,0,0.19089486393321192,0.20801121633809116,0.06019162821879996,0.04334919568803262,-0.08109468213235685,2018.6469435052638,84.21315818334847
ŚŚ_Gaus_Noise_seed_1,2020-09-14,4,0,0,1,0,0,0,0,0,0,0,0,0.0202872034138494,0.02019743092960465,-0.09595868360598851,-0.1340913642061576,-0.02971500699435901,2084.1239926127078,86.76580700346946
ŚŚ_Gaus_Noise_seed_1,2020-09-15,5,0,0,1,0,0,0,0,0,0,0,0,0.0,0.029226116125382777,-0.10269604957995593,-0.11884923500899945,-0.019809107480192788,1997.1515902497663,91.58595507071126
ŚŚ_Gaus_Noise_seed_1,2020-09-16,6,0,0,1,0,0,0,0,0,0,0,0,0.0098609397034805,0.01976127174507089,-0.09268922940053867,-0.1346638598902655,-0.018496411828808797,1891.4093064341648,89.5905702002194
ŚŚ_Gaus_Noise_seed_1,2020-09-17,7,0,0,1,0,0,0,0,0,0,0,0,-0.009864934677388646,0.019623537750348134,-0.11729518595342225,-0.13941033916692114,-0.010278061581762588,1927.490997569942,85.23763534723285
ŚŚ_Gaus_Noise_seed_1,2020-09-18,1,0,0,1,0,0,0,0,0,0,0,0,-0.009959688065188073,0.040322045564944696,-0.10039502687886107,-0.12602764534840527,-0.019261665080027166,1993.208708227573,84.14522596004211
ŚŚ_Gaus_Noise_seed_1,2020-09-19,2,0,0,1,0,0,0,0,0,0,0,0,-0.03071171995839765,-0.0288986500092359,-0.05008905185382276,-0.019130606357505058,-0.04057309702558807,1975.4579403448486,86.35825415252513
ŚŚ_Gaus_Noise_seed_1,2020-09-20,3,0,0,1,0,0,0,0,0,0,0,0,0.13452935074675806,0.13141418714155131,0.020891093870795272,0.020355476771091962,-0.05345736190665521,1986.8947126342132,85.70978162457138
ŚŚ_Gaus_Noise_seed_1,2020-09-21,4,0,0,1,0,0,0,0,0,0,0,0,0.0,0.01910113508985378,-0.11099322130805261,-0.12685092192367944,-0.0099063283932961,1990.4775057949414,88.17123703458964
ŚŚ_Gaus_Noise_seed_1,2020-09-22,5,0,0,1,0,0,0,0,0,0,0,0,-0.03886299859918519,0.02030238436948539,-0.08995151909254276,-0.12457365879498772,0.0,1986.5408374328947,84.92498507162455
ŚŚ_Gaus_Noise_seed_1,2020-09-23,6,0,0,1,0,0,0,0,0,0,0,0,-0.04016175175515487,0.01937046902554846,-0.08739120367103848,-0.09782224944243754,0.0,2006.4913237852106,90.01331176647547
ŚŚ_Gaus_Noise_seed_1,2020-09-24,7,0,0,1,0,0,0,0,0,0,0,0,-0.051522205536288,0.02960761242333323,-0.10206246217918052,-0.10809508522499814,0.0,1959.7429181017353,88.24328057559316
ŚŚ_Gaus_Noise_seed_1,2020-09-25,1,0,0,1,0,0,0,0,0,0,0,0,-0.07326957727151658,0.030551197915455908,-0.11045986095798803,-0.10218561246827412,0.009840650861963132,1994.7605496077738,95.07475416628657
ŚŚ_Gaus_Noise_seed_1,2020-09-26,2,0,0,1,0,0,0,0,0,0,0,0,-0.0919580802995125,-0.03815615640637468,-0.14000157503678512,-0.038447740455204035,0.0,2096.225673504424,112.24196648389088
ŚŚ_Gaus_Noise_seed_1,2020-09-27,3,0,0,1,0,0,0,0,0,0,0,0,-0.19542018273098938,-0.22464871218805482,-0.18024768010477674,-0.05032810018845157,0.009538237897103482,2299.607085074488,128.0560585967319
ŚŚ_Gaus_Noise_seed_1,2020-09-28,4,0,0,1,0,0,0,0,0,0,0,0,-0.05693966133603805,0.0,-0.1267730791217978,-0.07880655416324965,0.019857600380396242,2453.2883058312723,135.48564094985647
ŚŚ_Gaus_Noise_seed_1,2020-09-29,5,0,0,1,0,0,0,0,0,0,0,0,-0.07003665539885598,0.01956115848972496,-0.11656381560042832,-0.07977020774933567,0.019379929518041458,2409.527287573779,144.62721156864924
ŚŚ_Gaus_Noise_seed_1,2020-09-30,6,0,0,1,0,0,0,0,0,0,0,0,-0.030840763658833155,0.029511619234890315,-0.10587450725679703,-0.08816991955797651,0.010331971920217566,2507.7370494437505,149.6954585234467
ŚŚ_Gaus_Noise_seed_1,2020-10-01,7,0,0,1,0,0,0,0,0,0,0,0,-0.07707694183807677,0.0317466128679284,-0.12290224156303244,-0.07988225193830456,0.010178825900376299,2493.8273458169956,168.95208299722762
ŚŚ_Gaus_Noise_seed_1,2020-10-02,1,0,0,1,0,0,0,0,0,0,0,0,-0.06924021655480081,0.03948889578819662,-0.09985275880857511,-0.06768530286157079,0.0,2612.135525597357,169.50054360649264
ŚŚ_Gaus_Noise_seed_1,2020-10-03,2,0,0,1,0,0,0,0,0,0,0,0,-0.05869400906745828,-0.03029178379753669,-0.03902278824502129,-0.02929757706321746,-0.020878432144148355,2863.2089970708003,179.4963615505683
ŚŚ_Gaus_Noise_seed_1,2020-10-04,3,0,0,1,0,0,0,0,0,0,0,0,-0.08057090063709639,-0.12272038595436707,-0.04722284315813974,-0.03974908398810938,-0.009533495201700073,3027.830666245154,197.08409544231117
ŚŚ_Gaus_Noise_seed_1,2020-10-05,4,0,0,1,0,0,0,0,0,0,0,0,-0.08964293099691657,-0.010168970981235237,-0.1021125183242994,-0.08933735830718938,0.009654220259496818,3179.2440970509806,221.14222277884411
ŚŚ_Gaus_Noise_seed_1,2020-10-06,5,0,0,1,0,0,0,0,0,0,0,0,-0.09008346082753116,0.01978656964305439,-0.10719636341118709,-0.09032981584080155,0.010204255472205196,3838.142989638605,263.6050001717482
ŚŚ_Gaus_Noise_seed_1,2020-10-07,6,0,0,1,0,0,0,0,0,0,0,0,-0.07862488945770378,0.009862615877107078,-0.12006414317659417,-0.08144033311816547,0.009955970420983933,3931.383414536201,283.31258190382954
ŚŚ_Gaus_Noise_seed_1,2020-10-08,7,0,0,1,0,0,0,0,0,0,0,0,-0.089696605080261,0.040180605190780545,-0.12642955285455598,-0.0810516806416128,0.019888678627420067,4089.0357043542963,289.5573596827084
ŚŚ_Gaus_Noise_seed_1,2020-10-09,1,0,0,1,0,0,0,0,0,0,0,0,-0.05730740742140794,0.06858154700067116,-0.11784283235234666,-0.08352856901365115,0.009818078816708849,4103.747594470257,327.9681054614497
ŚŚ_Gaus_Noise_seed_1,2020-10-10,2,0,0,1,0,0,0,0,0,0,0,0,-0.144281983367504,-0.04025758461067123,-0.14540438343255493,-0.029527724556932856,0.0101431372619408,4730.101608259829,335.23553536918683
ŚŚ_Gaus_Noise_seed_1,2020-10-11,3,0,0,1,0,0,0,0,0,0,0,0,-0.21556070966239824,-0.1483413905462897,-0.17456929192631943,-0.049469649175996055,0.01963116423450353,4975.551944682045,394.2346117876138
ŚŚ_Gaus_Noise_seed_1,2020-10-12,4,0,0,1,0,0,0,0,0,0,0,0,-0.13927778004489613,-0.029558495060571326,-0.21879028305791157,-0.1117237763349478,0.040443107082194764,5220.065690339095,407.1568486334484
ŚŚ_Gaus_Noise_seed_1,2020-10-13,5,0,0,1,0,0,0,0,0,0,0,0,-0.15786353579034607,-0.029911698978400205,-0.21300183843956508,-0.12616020357464816,0.057017175651522735,5427.896180609199,420.3644952019617
ŚŚ_Gaus_Noise_seed_1,2020-10-14,6,0,0,1,0,0,0,0,0,0,0,0,-0.12746373946441586,-0.029454106439628033,-0.2964144197615114,-0.2388144115258857,0.07813238197016104,6027.452245218961,452.270996042439
ŚŚ_Gaus_Noise_seed_1,2020-10-15,7,0,0,1,0,0,0,0,0,0,0,0,-0.14957251750468878,0.009975774703413095,-0.20460682247614737,-0.12131233697894388,0.0506895765215571,6203.486462827447,504.3346953852742
ŚŚ_Gaus_Noise_seed_1,2020-10-16,1,0,0,1,0,0,0,0,0,0,0,0,-0.1544974192561118,0.03952168193420628,-0.23132482550675423,-0.1309935517695347,0.049280221443269275,7305.13512519723,530.6288763918488
ŚŚ_Gaus_Noise_seed_1,2020-10-17,2,0,0,1,0,0,0,0,0,0,0,0,-0.25720947699272884,-0.10437497338117947,-0.2955509251411586,-0.08358606503665925,0.05067004880521569,7565.328378095804,592.9063466809197
ŚŚ_Gaus_Noise_seed_1,2020-10-18,3,0,0,1,0,0,0,0,0,0,0,0,-0.40083792020177994,-0.3003265315969833,-0.338240713942118,-0.1224971198387134,0.06109076637696947,7639.026461565451,657.8106612298399
